text_raw,text_norm,emojis,emojis_count,emoji_sent,lang_primary,lang_probs,is_mixed,mix_ratio,has_kk_chars,has_ru_chars,text,username,like_count,created_at_utc,source_post_url,batch_extracted_at,post_total_comments,post_note,has_profanity,profanity_hits,spam_score,is_spam,toxicity_model,toxicity_score,toxicity_label,moderation_reasons,type,type_rules,sentiment,sentiment_score,sentiment_model,sentiment_probs_json
"Самый бестолковый оператор. Непонятно куда гигабайты уходят при прослушивании треков в Яндекс музыка. Как будто тяжелые фильмы качаю. @digital_ministry_kz самое бестолковое министерство которое не может защитить права людей. Типичные описки , сплошной футбол в судебные органы. @akordapress","Самый бестолковый оператор. Непонятно куда гигабайты уходят при прослушивании треков в Яндекс музыка. Как будто тяжелые фильмы качаю. @digital_ministry_kz самое бестолковое министерство которое не может защитить права людей. Типичные описки , сплошной футбол в судебные органы. @akordapress",,0,0.0,ru,"{""ru"": 0.9837, ""uk"": 0.0055, ""bg"": 0.0034}",False,0.0294,False,True,"Самый бестолковый оператор. Непонятно куда гигабайты уходят при прослушивании треков в Яндекс музыка. Как будто тяжелые фильмы качаю. @digital_ministry_kz самое бестолковое министерство которое не может защитить права людей. Типичные описки , сплошной футбол в судебные органы. @akordapress",kudikenov.mg,0,2025-09-15T20:38:55+00:00,DOaXkTKCjgv,2025-09-21T00:31:11.990995,24,,False,0,0.1,False,ru_rubert_tiny,0.9056,toxic,"[""toxicity:0.91""]",question,"[""ru:question""]",negative,-0.7833,ru_rubert_tiny_snt,"{""negative"": 0.9792468384259577, ""neutral"": 0.020590602398333116, ""positive"": 0.00016255917570913295}"
Долбаебы дайте нормальный интернет,Долбаебы дайте нормальный интернет,,0,0.0,ru,"{""ru"": 0.955, ""ba"": 0.025, ""kk"": 0.008}",True,0.25,False,True,Долбаебы дайте нормальный интернет,garyavvva,0,2025-09-15T17:37:13+00:00,DOaXkTKCjgv,2025-09-21T00:31:11.990995,24,,False,0,0.0,False,ru_rubert_tiny,0.9992,toxic,"[""toxicity:1.0""]",review,[],neutral,0.0653,ru_rubert_tiny_snt,"{""negative"": 0.16185698438543175, ""neutral"": 0.5946995261490627, ""positive"": 0.2434434894655055}"
"Сколько еще дней пройдет до момента когда интернет начнет нормально грузить!? С 6 августа я вам пишу уже полтора месяца прошло ничего не решили а бабки за тариф взяли полностью ну и нафига мне интернет который грузит 0,58мбит что за издевательство!?","Сколько еще дней пройдет до момента когда интернет начнет нормально грузить!? С 6 августа я вам пишу уже полтора месяца прошло ничего не решили а бабки за тариф взяли полностью ну и нафига мне интернет который грузит 0,58мбит что за издевательство!?",,0,0.0,ru,"{""ru"": 0.9976, ""uk"": 0.0007, ""sr"": 0.0006}",False,0.0,False,True,"Сколько еще дней пройдет до момента когда интернет начнет нормально грузить!? С 6 августа я вам пишу уже полтора месяца прошло ничего не решили а бабки за тариф взяли полностью ну и нафига мне интернет который грузит 0,58мбит что за издевательство!?",1ce_fox.99,0,2025-09-15T16:27:54+00:00,DOaXkTKCjgv,2025-09-21T00:31:11.990995,24,,False,0,0.0,False,ru_rubert_tiny,0.1298,non_toxic,[],question,"[""ru:question""]",negative,-0.7962,ru_rubert_tiny_snt,"{""negative"": 0.9959700428331868, ""neutral"": 0.0033085480697483435, ""positive"": 0.000721409097064876}"
"Самый ужасный оператор, реально столько негатива у вас, и НЕ ОДНОГО НОРМАЛЬНОГО ОТВЕТА. Оплатила за тариф 10.09 и интернет не работает от слова совсем хотя ресурсов достаточно 30Гб. Пишу, звоню а тольку ноль не знаю сколько дней вы будете обрабатывать мой запрос, да и не уверена что он вообще обрабатывается.","Самый ужасный оператор, реально столько негатива у вас, и НЕ ОДНОГО НОРМАЛЬНОГО ОТВЕТА. Оплатила за тариф 10.09 и интернет не работает от слова совсем хотя ресурсов достаточно 30Гб. Пишу, звоню а тольку ноль не знаю сколько дней вы будете обрабатывать мой запрос, да и не уверена что он вообще обрабатывается.",,0,0.0,ru,"{""ru"": 0.9925, ""bg"": 0.002, ""ce"": 0.0015}",False,0.0,False,True,"Самый ужасный оператор, реально столько негатива у вас, и НЕ ОДНОГО НОРМАЛЬНОГО ОТВЕТА. Оплатила за тариф 10.09 и интернет не работает от слова совсем хотя ресурсов достаточно 30Гб. Пишу, звоню а тольку ноль не знаю сколько дней вы будете обрабатывать мой запрос, да и не уверена что он вообще обрабатывается.",m_tangsyk,1,2025-09-14T18:30:58+00:00,DOaXkTKCjgv,2025-09-21T00:31:11.990995,24,,False,0,0.0,False,ru_rubert_tiny,0.1383,non_toxic,[],complaint,"[""ru:question"", ""ru:complaint""]",negative,-0.7901,ru_rubert_tiny_snt,"{""negative"": 0.987962947481477, ""neutral"": 0.011663946161171702, ""positive"": 0.0003731063573513025}"
"Altel  у вас там живые люди есть??? 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬 сколько будете издеваться над клиентами??? Мой вопрос кто-то в состоянии решить? Потом обижайтесь, что люди пишут о вашей связи - г@вн@..","Altel у вас там живые люди есть?? 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬 сколько будете издеваться над клиентами?? Мой вопрос кто-то в состоянии решить? Потом обижайтесь, что люди пишут о вашей связи - г@вн@..",🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,10,-1.0,ru,"{""ru"": 0.9967, ""uk"": 0.0023, ""hy"": 0.0005}",False,0.0,False,True,"Altel  у вас там живые люди есть??? 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬 сколько будете издеваться над клиентами??? Мой вопрос кто-то в состоянии решить? Потом обижайтесь, что люди пишут о вашей связи - г@вн@..",raya.raissa,2,2025-09-11T08:58:15+00:00,DOaXkTKCjgv,2025-09-21T00:31:11.990995,24,,False,0,0.15,False,ru_rubert_tiny,0.221,non_toxic,[],question,"[""ru:question""]",negative,-0.9245,ru_rubert_tiny_snt,"{""negative"": 0.9144193232015927, ""neutral"": 0.07682814943698679, ""positive"": 0.008752527361420489}"
"Алтел обманщики! Обманывают абонентов с тарифами! Купил симку с тарифом Жеке+ за 1295 тенге, а в итоге ни тарифа ни денег ни скидки нету!","Алтел обманщики! Обманывают абонентов с тарифами! Купил симку с тарифом Жеке+ за 1295 тенге, а в итоге ни тарифа ни денег ни скидки нету!",,0,0.0,ru,"{""ru"": 0.9754, ""bg"": 0.0091, ""sr"": 0.0049}",False,0.0,False,True,"Алтел обманщики! Обманывают абонентов с тарифами! Купил симку с тарифом Жеке+ за 1295 тенге, а в итоге ни тарифа ни денег ни скидки нету!",katamaranov111,0,2025-09-10T14:29:48+00:00,DOaXkTKCjgv,2025-09-21T00:31:11.990995,24,,False,0,0.0,False,ru_rubert_tiny,0.7988,toxic,"[""toxicity:0.8""]",review,[],negative,-0.7883,ru_rubert_tiny_snt,"{""negative"": 0.9864780044957413, ""neutral"": 0.012474704025096595, ""positive"": 0.0010472914791621523}"
Неліктен алтел связь нашарлап кетті?,Неліктен алтел связь нашарлап кетті?,,0,0.0,other,"{""uk"": 0.5015, ""kk"": 0.4199, ""ky"": 0.0483}",False,0.2,True,False,Неліктен алтел связь нашарлап кетті?,gulbahyt_89_tk,3,2025-09-10T16:18:29+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,mbert_textdetox,0.0069,non_toxic,[],question,"[""kk:question""]",negative,-0.4428,xlmr_multilingual_snt,"{""negative"": 0.5662345290184021, ""neutral"": 0.420983268879354, ""positive"": 0.0127822021022439}"
"Самая ужасная связь, уже сто раз пожалела, что перешла на Алтел 😢","Самая ужасная связь, уже сто раз пожалела, что перешла на Алтел 😢",😢,1,-0.6,ru,"{""ru"": 0.9995, ""uk"": 0.0002, ""sr"": 0.0001}",False,0.0,False,False,"Самая ужасная связь, уже сто раз пожалела, что перешла на Алтел 😢",rau.3083,4,2025-09-14T12:54:24+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,ru_rubert_tiny,0.1785,non_toxic,[],review,[],negative,-0.9115,ru_rubert_tiny_snt,"{""negative"": 0.990066387154203, ""neutral"": 0.009270553271514317, ""positive"": 0.0006630595742826293}"
Қалай қосыламыз,Қалай қосыламыз,,0,0.0,kk,"{""kk"": 0.9997, ""it"": 0.0003, ""av"": 0.0}",False,0.05,True,True,Қалай қосыламыз,s.almaz79,1,2025-09-09T14:23:13+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,mbert_textdetox,0.0073,non_toxic,[],question,"[""kk:question""]",neutral,0.0558,kk_rembert_polarity,"{""negative"": 0.31746686276545505, ""neutral"": 0.31746686276545505, ""positive"": 0.36506627446908985}"
Новый номер алдым. 1295 калай косамыз?,Новый номер алдым. 1295 калай косамыз?,,0,0.0,ru,"{""ru"": 0.4033, ""tt"": 0.3761, ""ce"": 0.0492}",False,0.1667,False,True,Новый номер алдым. 1295 калай косамыз?,asiljan9228,0,2025-09-15T14:42:12+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,ru_rubert_tiny,0.2139,non_toxic,[],question,"[""ru:question""]",neutral,-0.1486,ru_rubert_tiny_snt,"{""negative"": 0.18783994495741882, ""neutral"": 0.8101189938147949, ""positive"": 0.002041061227786279}"
Дайте номер оператора пожалуйста,Дайте номер оператора пожалуйста,,0,0.0,ru,"{""ru"": 0.9946, ""uk"": 0.0051, ""bg"": 0.0003}",False,0.0,False,False,Дайте номер оператора пожалуйста,nurpeisov.inst,0,2025-09-12T09:39:50+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,ru_rubert_tiny,0.0123,non_toxic,[],review,[],neutral,-0.0112,ru_rubert_tiny_snt,"{""negative"": 0.016612491786174712, ""neutral"": 0.9807443792378273, ""positive"": 0.002643128975997944}"
Алтел ең кермет нөмерр бағасыда аразанн жәнее шексізз интрнет👏👏👏🔥🔥,Алтел ең кермет нөмерр бағасыда аразанн жәнее шексізз интрнет👏👏👏🔥🔥,👏👏👏🔥🔥,5,0.5,kk,"{""kk"": 0.9835, ""ba"": 0.0076, ""ru"": 0.0045}",True,0.2722,True,True,Алтел ең кермет нөмерр бағасыда аразанн жәнее шексізз интрнет👏👏👏🔥🔥,umid_0202_,0,2025-09-11T06:58:29+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,mbert_textdetox,0.0121,non_toxic,[],review,[],positive,0.7879,kk_rembert_polarity,"{""negative"": 0.06547885918924581, ""neutral"": 0.06547885918924581, ""positive"": 0.8690422816215084}"
Аяжан сізге қалай хабарласамыз,Аяжан сізге қалай хабарласамыз,,0,0.0,kk,"{""kk"": 0.996, ""be"": 0.0011, ""ba"": 0.001}",True,0.3,True,True,Аяжан сізге қалай хабарласамыз,bakbergenovok,0,2025-09-09T15:08:44+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,mbert_textdetox,0.0066,non_toxic,[],question,"[""kk:question""]",positive,0.2472,kk_rembert_polarity,"{""negative"": 0.2567963475446111, ""neutral"": 0.2567963475446111, ""positive"": 0.4864073049107777}"
Бұл тариф қанша уақыт қа дейін жалғасады 3 рет төлемдік жасадық сосын 2590 болады и жылдың аяғында акция бітті деп жауып тастамай ма тариф ті 10мын кылып,Бұл тариф қанша уақыт қа дейін жалғасады 3 рет төлемдік жасадық сосын 2590 болады и жылдың аяғында акция бітті деп жауып тастамай ма тариф ті 10мын кылып,,0,0.0,kk,"{""kk"": 1.0, ""ru"": 0.0001, ""av"": 0.0}",False,0.13,True,True,Бұл тариф қанша уақыт қа дейін жалғасады 3 рет төлемдік жасадық сосын 2590 болады и жылдың аяғында акция бітті деп жауып тастамай ма тариф ті 10мын кылып,askerbek_taz,0,2025-09-13T12:07:23+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.3,False,mbert_textdetox,0.0355,non_toxic,[],review,[],negative,-0.5593,kk_rembert_polarity,"{""negative"": 0.7384248984687367, ""neutral"": 0.13078755076563164, ""positive"": 0.13078755076563164}"
Калай қосуға болады,Калай қосуға болады,,0,0.0,kk,"{""kk"": 0.9888, ""krc"": 0.008, ""av"": 0.001}",False,0.05,True,True,Калай қосуға болады,kabden_nurislam7,1,2025-09-10T17:48:40+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,mbert_textdetox,0.0054,non_toxic,[],review,[],positive,0.3341,kk_rembert_polarity,"{""negative"": 0.22551969535253633, ""neutral"": 0.22551969535253633, ""positive"": 0.5489606092949273}"
"Я сегодня купила новую симкарту Алтел, как мне подключить этот тариф Жеке+?","Я сегодня купила новую симкарту Алтел, как мне подключить этот тариф Жеке+?",,0,0.0,ru,"{""ru"": 0.9975, ""bg"": 0.0011, ""uk"": 0.0008}",False,0.0,False,True,"Я сегодня купила новую симкарту Алтел, как мне подключить этот тариф Жеке+?",zalipland,0,2025-09-14T15:55:59+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,ru_rubert_tiny,0.6553,toxic,"[""toxicity:0.66""]",question,"[""ru:question""]",neutral,0.1523,ru_rubert_tiny_snt,"{""negative"": 0.008604756756796426, ""neutral"": 0.7923710530710186, ""positive"": 0.19902419017218495}"
Всего на 3 месяца и симка стоит 3000 цена и какая выгода,Всего на 3 месяца и симка стоит 3000 цена и какая выгода,,0,0.0,ru,"{""ru"": 0.9745, ""bg"": 0.0114, ""be"": 0.0111}",False,0.0,False,True,Всего на 3 месяца и симка стоит 3000 цена и какая выгода,nailramazanov48,0,2025-09-09T15:14:55+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,ru_rubert_tiny,0.0652,non_toxic,[],question,"[""ru:question""]",neutral,0.0776,ru_rubert_tiny_snt,"{""negative"": 0.17138062672884205, ""neutral"": 0.5602557146587329, ""positive"": 0.268363658612425}"
өз номерімен көшуге боладыма???,өз номерімен көшуге боладыма??,,0,0.0,kk,"{""kk"": 0.6543, ""uk"": 0.2829, ""av"": 0.0175}",False,0.05,True,True,өз номерімен көшуге боладыма???,a__bolattovnaa,0,2025-09-11T14:02:56+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,mbert_textdetox,0.0082,non_toxic,[],question,"[""kk:question""]",positive,0.272,kk_rembert_polarity,"{""negative"": 0.24812709782364795, ""neutral"": 0.24812709782364795, ""positive"": 0.5037458043527041}"
Почему врёте оно же стоит 2590,Почему врёте оно же стоит 2590,,0,0.0,ru,"{""ru"": 0.9992, ""sr"": 0.0004, ""hy"": 0.0002}",False,0.0,False,True,Почему врёте оно же стоит 2590,arman_4ik_4ik,0,2025-09-13T15:39:50+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,ru_rubert_tiny,0.0292,non_toxic,[],question,"[""ru:question""]",neutral,-0.1038,ru_rubert_tiny_snt,"{""negative"": 0.14971170984852963, ""neutral"": 0.83033226064595, ""positive"": 0.0199560295055204}"
Кәзір жана номер алсам коссам болама,Кәзір жана номер алсам коссам болама,,0,0.0,other,"{""uk"": 0.4845, ""ky"": 0.3209, ""ru"": 0.1105}",False,0.1667,True,False,Кәзір жана номер алсам коссам болама,akhmad_011d,0,2025-09-14T11:41:35+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,mbert_textdetox,0.0088,non_toxic,[],review,[],neutral,0.0089,xlmr_multilingual_snt,"{""negative"": 0.20031414926052094, ""neutral"": 0.5882322937250137, ""positive"": 0.21145355701446533}"
"Здравствуйте, приложение алтел не работает","Здравствуйте, приложение алтел не работает",,0,0.0,ru,"{""ru"": 0.9765, ""bg"": 0.0152, ""mk"": 0.0037}",False,0.0,False,False,"Здравствуйте, приложение алтел не работает",1ly_as5,1,2025-09-10T05:57:21+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,ru_rubert_tiny,0.2182,non_toxic,[],complaint,"[""ru:complaint""]",negative,-0.7846,ru_rubert_tiny_snt,"{""negative"": 0.9816145535700245, ""neutral"": 0.01753035602188764, ""positive"": 0.0008550904080878337}"
Калай тиркелем,Калай тиркелем,,0,0.0,ru,"{""ru"": 0.8403, ""tt"": 0.0818, ""ba"": 0.0137}",False,0.0,False,False,Калай тиркелем,aruzhan84433,0,2025-09-18T16:36:17+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,ru_rubert_tiny,0.519,toxic,"[""toxicity:0.52""]",review,[],neutral,0.0165,ru_rubert_tiny_snt,"{""negative"": 0.003065626221756374, ""neutral"": 0.9732733185185647, ""positive"": 0.023661055259678883}"
"Новый номер купила, подключить не могу тариф его просто нет , как быть ?","Новый номер купила, подключить не могу тариф его просто нет , как быть ?",,0,0.0,ru,"{""ru"": 0.9986, ""ce"": 0.0003, ""uk"": 0.0003}",False,0.0,False,True,"Новый номер купила, подключить не могу тариф его просто нет , как быть ?",egana53,0,2025-09-18T06:37:05+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,ru_rubert_tiny,0.0478,non_toxic,[],question,"[""ru:question""]",negative,-0.6418,ru_rubert_tiny_snt,"{""negative"": 0.8072692603175724, ""neutral"": 0.1877727910619984, ""positive"": 0.004957948620429209}"
17.09.2025 сағат13:00 ден бастап менде интернет ұстамай тұр оператор проблема шеше алмады тарифті көтергенде ойбай интернетің айға ұшад деп айтад,17.09.2025 сағат13:00 ден бастап менде интернет ұстамай тұр оператор проблема шеше алмады тарифті көтергенде ойбай интернетің айға ұшад деп айтад,,0,0.0,kk,"{""kk"": 0.9402, ""ba"": 0.023, ""mk"": 0.0089}",False,0.137,True,True,17.09.2025 сағат13:00 ден бастап менде интернет ұстамай тұр оператор проблема шеше алмады тарифті көтергенде ойбай интернетің айға ұшад деп айтад,ergalyagabekoff,0,2025-09-17T15:36:37+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,mbert_textdetox,0.0128,non_toxic,[],review,[],negative,-0.7844,kk_rembert_polarity,"{""negative"": 0.9806885281030012, ""neutral"": 0.009655735948499368, ""positive"": 0.009655735948499368}"
"Как переподключить этот тариф, до этот ж тариф был, на месяц его не хватило!!! Звонила ждала 15 минут и в итоге никто не ответил мне!!!","Как переподключить этот тариф, до этот ж тариф был, на месяц его не хватило!! Звонила ждала 15 минут и в итоге никто не ответил мне!!",,0,0.0,ru,"{""ru"": 0.9989, ""bg"": 0.0003, ""ce"": 0.0002}",False,0.0,False,True,"Как переподключить этот тариф, до этот ж тариф был, на месяц его не хватило!!! Звонила ждала 15 минут и в итоге никто не ответил мне!!!",rakhimzhanova_nazeka,0,2025-09-17T07:26:15+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,ru_rubert_tiny,0.0554,non_toxic,[],question,"[""ru:question""]",negative,-0.7596,ru_rubert_tiny_snt,"{""negative"": 0.9574556323957006, ""neutral"": 0.034607872270211934, ""positive"": 0.00793649533408742}"
Как подключить?,Как подключить?,,0,0.0,ru,"{""ru"": 0.995, ""bg"": 0.0044, ""uk"": 0.0005}",False,0.0,False,False,Как подключить?,kurbanova_srk,0,2025-09-16T03:14:11+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,ru_rubert_tiny,0.0173,non_toxic,[],question,"[""ru:question""]",neutral,-0.0176,ru_rubert_tiny_snt,"{""negative"": 0.024955521086183367, ""neutral"": 0.9720741775195764, ""positive"": 0.0029703013942402935}"
Қалай қосамыз,Қалай қосамыз,,0,0.0,kk,"{""kk"": 0.9998, ""it"": 0.0002, ""ro"": 0.0}",False,0.05,True,True,Қалай қосамыз,kambarbekovaoralai,0,2025-09-15T15:25:39+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,mbert_textdetox,0.0073,non_toxic,[],question,"[""kk:question""]",neutral,0.1567,kk_rembert_polarity,"{""negative"": 0.28677166155023925, ""neutral"": 0.28677166155023925, ""positive"": 0.4264566768995215}"
Алтел у вас по выходным вобще все обосрались и не следят за интернетом ? Вечерами тоже срёте где интернет где услуга оплачеваемая?,Алтел у вас по выходным вобще все обосрались и не следят за интернетом ? Вечерами тоже срёте где интернет где услуга оплачеваемая?,,0,0.0,ru,"{""ru"": 0.9952, ""bg"": 0.0023, ""sr"": 0.001}",False,0.0,False,True,Алтел у вас по выходным вобще все обосрались и не следят за интернетом ? Вечерами тоже срёте где интернет где услуга оплачеваемая?,zmurzilka,0,2025-09-14T15:44:55+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,ru_rubert_tiny,0.9567,toxic,"[""toxicity:0.96""]",question,"[""ru:question""]",negative,-0.7974,ru_rubert_tiny_snt,"{""negative"": 0.9969303850300453, ""neutral"": 0.0029039563512219236, ""positive"": 0.00016565861873276718}"
Мошенники столько жалоб у вас тут,Мошенники столько жалоб у вас тут,,0,0.0,ru,"{""ru"": 0.9906, ""uk"": 0.009, ""hy"": 0.0002}",False,0.0,False,False,Мошенники столько жалоб у вас тут,wuh_ratta,0,2025-09-14T11:46:42+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,ru_rubert_tiny,0.1395,non_toxic,[],review,[],negative,-0.7773,ru_rubert_tiny_snt,"{""negative"": 0.9754520859081968, ""neutral"": 0.020744165840320038, ""positive"": 0.003803748251483157}"
"Здравствуйте, у вас самая бестолковая поддержка до оператора не дозвонится в пункте продажи сидят некомпетентные сотрудники ,Хотел перейти на вашу связь , но глядя на ваш сервис передумал.","Здравствуйте, у вас самая бестолковая поддержка до оператора не дозвонится в пункте продажи сидят некомпетентные сотрудники ,Хотел перейти на вашу связь , но глядя на ваш сервис передумал.",,0,0.0,ru,"{""ru"": 0.9958, ""uk"": 0.0029, ""bg"": 0.0007}",False,0.0,False,True,"Здравствуйте, у вас самая бестолковая поддержка до оператора не дозвонится в пункте продажи сидят некомпетентные сотрудники ,Хотел перейти на вашу связь , но глядя на ваш сервис передумал.",jim30hit,0,2025-09-14T08:43:41+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,ru_rubert_tiny,0.0423,non_toxic,[],review,[],negative,-0.7405,ru_rubert_tiny_snt,"{""negative"": 0.927137031928943, ""neutral"": 0.07131232434167481, ""positive"": 0.001550643729382142}"
И как подключить калай косады,И как подключить калай косады,,0,0.0,ru,"{""ru"": 0.9945, ""bg"": 0.0026, ""be"": 0.0011}",False,0.0,False,True,И как подключить калай косады,ka.ira8667,0,2025-09-13T08:55:49+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,ru_rubert_tiny,0.089,non_toxic,[],question,"[""ru:question""]",neutral,-0.1282,ru_rubert_tiny_snt,"{""negative"": 0.1680118928096886, ""neutral"": 0.8242783009079462, ""positive"": 0.007709806282365285}"
"Блять просто хуевый тариф вообще сеть не ловит что с вами????? За 5тыс совсем не ахуели???? Связаться с оператором вообще даже мечтать невозможно. Закройтесь вообще пользы нету от вас, наебщики","Блять просто хуевый тариф вообще сеть не ловит что с вами?? За 5тыс совсем не ахуели?? Связаться с оператором вообще даже мечтать невозможно. Закройтесь вообще пользы нету от вас, наебщики",,0,0.0,ru,"{""ru"": 0.9968, ""uk"": 0.0013, ""bg"": 0.0005}",False,0.0357,False,True,"Блять просто хуевый тариф вообще сеть не ловит что с вами????? За 5тыс совсем не ахуели???? Связаться с оператором вообще даже мечтать невозможно. Закройтесь вообще пользы нету от вас, наебщики",_khamittova.a,0,2025-09-12T15:53:12+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,True,2,0.0,False,ru_rubert_tiny,0.9999,toxic,"[""profanity:2"", ""toxicity:1.0""]",complaint,"[""ru:question"", ""ru:complaint""]",negative,-0.7883,ru_rubert_tiny_snt,"{""negative"": 0.9857070088363987, ""neutral"": 0.013960918749261282, ""positive"": 0.00033207241433999085}"
Самый ужасный интернет @altel_kz это во первых за месяц оставила 3 заявки их обрабатывают по 3 дня в это время интернет не работаю операторы вообще 0 которым говоришь что поменяешь оператора им вообще фиолетово. Оплату дерут интернета нет!,Самый ужасный интернет @altel_kz это во первых за месяц оставила 3 заявки их обрабатывают по 3 дня в это время интернет не работаю операторы вообще 0 которым говоришь что поменяешь оператора им вообще фиолетово. Оплату дерут интернета нет!,,0,0.0,ru,"{""ru"": 0.9982, ""ce"": 0.0003, ""uk"": 0.0003}",False,0.0,False,True,Самый ужасный интернет @altel_kz это во первых за месяц оставила 3 заявки их обрабатывают по 3 дня в это время интернет не работаю операторы вообще 0 которым говоришь что поменяешь оператора им вообще фиолетово. Оплату дерут интернета нет!,s.zhakiyanova,3,2025-09-12T12:15:19+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.05,False,ru_rubert_tiny,0.1601,non_toxic,[],review,[],negative,-0.7985,ru_rubert_tiny_snt,"{""negative"": 0.9982364822374921, ""neutral"": 0.0017020959870664414, ""positive"": 6.142177544144273e-05}"
Алтел мошенники! Нет такого тарифа. Нужно байкотировать алтел и отказаться от их услуг!,Алтел мошенники! Нет такого тарифа. Нужно байкотировать алтел и отказаться от их услуг!,,0,0.0,ru,"{""ru"": 0.9781, ""ce"": 0.0044, ""mn"": 0.0041}",False,0.0,False,False,Алтел мошенники! Нет такого тарифа. Нужно байкотировать алтел и отказаться от их услуг!,katamaranov111,0,2025-09-12T09:58:49+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,ru_rubert_tiny,0.7619,toxic,"[""toxicity:0.76""]",review,[],negative,-0.7831,ru_rubert_tiny_snt,"{""negative"": 0.9791734051600909, ""neutral"": 0.020502213039019352, ""positive"": 0.00032438180088974373}"
На старый номер нельзя подключить этот тариф не нужно обманывать людей,На старый номер нельзя подключить этот тариф не нужно обманывать людей,,0,0.0,ru,"{""ru"": 0.9994, ""ba"": 0.0002, ""hy"": 0.0002}",False,0.0,False,True,На старый номер нельзя подключить этот тариф не нужно обманывать людей,nailramazanov48,0,2025-09-12T03:19:02+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,ru_rubert_tiny,0.0801,non_toxic,[],review,[],negative,-0.6565,ru_rubert_tiny_snt,"{""negative"": 0.82487407726651, ""neutral"": 0.17087929651019074, ""positive"": 0.004246626223299237}"
"Приложение вообще не работает, хотела обновить ресурсы, но не получается","Приложение вообще не работает, хотела обновить ресурсы, но не получается",,0,0.0,ru,"{""ru"": 0.998, ""bg"": 0.0006, ""ba"": 0.0006}",False,0.0,False,True,"Приложение вообще не работает, хотела обновить ресурсы, но не получается",no_one0831,0,2025-09-10T18:50:08+00:00,DOYnLNiCkXu,2025-09-21T00:31:17.401397,34,,False,0,0.0,False,ru_rubert_tiny,0.0166,non_toxic,[],complaint,"[""ru:complaint""]",negative,-0.382,ru_rubert_tiny_snt,"{""negative"": 0.5335251172412204, ""neutral"": 0.4104138077857168, ""positive"": 0.0560610749730628}"
